id          , title                                                                                      , company                                , location                            , url                                                                                                                                                   , description, status, priority, notes                                            , firstSeenAt             , scrapedAt
a73e63dbcf2a, Cloud Engineer                                                                             , JAGGAER                                , Greater Hyderabad Area              , https://in.linkedin.com/jobs/view/cloud-engineer-at-jaggaer-4410797051                                                                                ,            , new   ,        0,                                                  , 2026-06-02T08:07:07.203Z, 2026-06-02T08:06:51.280Z
ae553aeaab79, Cloud SRE (Platform and Kubernetes)                                                        , Jefferies                              , "Pune Division, Maharashtra, India" , https://in.linkedin.com/jobs/view/cloud-sre-platform-and-kubernetes-at-jefferies-4420930738                                                           ,            , new   ,        0,                                                  , 2026-06-02T08:07:07.203Z, 2026-06-02T08:06:51.280Z
a073585e2015, DevOps Engineer                                                                            , Axi                                    , "Bengaluru, Karnataka, India"       , https://in.linkedin.com/jobs/view/devops-engineer-at-axi-4403430472                                                                                   ,            , new   ,        0,                                                  , 2026-06-02T08:07:07.203Z, 2026-06-02T08:06:51.280Z
71e83a019d65, Site Reliability Engineer                                                                  , Ethos                                  , "Bengaluru, Karnataka, India"       , https://in.linkedin.com/jobs/view/site-reliability-engineer-at-ethos-4411067146                                                                       ,            , new   ,        0,                                                  , 2026-06-02T08:07:07.203Z, 2026-06-02T08:06:51.280Z
6a7a7a1853aa, SRE III                                                                                    , Electronic Arts (EA)                   , "Hyderabad, Telangana, India"       , https://in.linkedin.com/jobs/view/sre-iii-at-electronic-arts-ea-4416836793                                                                            ,            , new   ,        0,                                                  , 2026-06-02T08:07:07.203Z, 2026-06-02T08:06:51.280Z
3ac65809fe79, Cloud Engineer 2                                                                           , Providence India                       , "Hyderabad, Telangana, India"       , https://in.linkedin.com/jobs/view/cloud-engineer-2-at-providence-india-4403423836                                                                     ,            , new   ,        0,                                                  , 2026-06-02T08:07:07.203Z, 2026-06-02T08:06:51.280Z
80f94520123a, DevOps Engineer Specialist (AWS & Java)                                                    , Nasdaq                                 , Mumbai Metropolitan Region          , https://in.linkedin.com/jobs/view/devops-engineer-specialist-aws-java-at-nasdaq-4301648298                                                            ,            , new   ,        0,                                                  , 2026-06-02T08:07:07.203Z, 2026-06-02T08:06:51.280Z
e735d699318a, DevOps Engineer- SSE                                                                       , Zywave                                 , "Pune Division, Maharashtra, India" , https://in.linkedin.com/jobs/view/devops-engineer-sse-at-zywave-4290850216                                                                            ,            , new   ,        0,                                                  , 2026-06-02T08:07:07.203Z, 2026-06-02T08:06:51.280Z
2db9cf37075c, DevOps Engineer                                                                            , IDFC FIRST Bank                        , "Hyderabad, Telangana, India"       , https://in.linkedin.com/jobs/view/devops-engineer-at-idfc-first-bank-4418572292                                                                       ,            , new   ,        0,                                                  , 2026-06-02T08:07:07.203Z, 2026-06-02T08:06:51.280Z
75748f1caf49, "DevOps Engineer, India"                                                                   , AlgoSec                                , "Delhi, Delhi, India"               , https://in.linkedin.com/jobs/view/devops-engineer-india-at-algosec-4422132701                                                                         ,            , new   ,        0,                                                  , 2026-06-02T08:07:07.203Z, 2026-06-02T08:06:51.280Z
fef7577e5c3b, Site Reliability Engineer – GlobalLogic IRC295301                                          , GlobalLogic                            , "Noida, Uttar Pradesh, India"       , https://in.linkedin.com/jobs/view/site-reliability-engineer-%E2%80%93-globallogic-irc295301-at-globallogic-4422827542                                 ,            , new   ,        0,                                                  , 2026-06-02T08:07:07.203Z, 2026-06-02T08:06:51.280Z
07c6752a1293, Platform SRE                                                                               , Tech Data APAC                         , "Chennai, Tamil Nadu, India"        , https://in.linkedin.com/jobs/view/platform-sre-at-tech-data-apac%E2%80%8B-4412133589                                                                  ,            , new   ,        0,                                                  , 2026-06-02T08:07:07.203Z, 2026-06-02T08:06:51.280Z
34bb1b7a940c, DevOps Engineer                                                                            , Stratacent                             , "Pune City, Maharashtra, India"     , https://in.linkedin.com/jobs/view/devops-engineer-at-stratacent-4416819635                                                                            ,            , new   ,        0,                                                  , 2026-06-02T08:07:07.203Z, 2026-06-02T08:06:51.280Z
fd0ad0e2381c, DevOps Engineer                                                                            , Thales                                 , "Noida, Uttar Pradesh, India"       , https://in.linkedin.com/jobs/view/devops-engineer-at-thales-4402518628                                                                                ,            , new   ,        0,                                                  , 2026-06-02T08:07:07.203Z, 2026-06-02T08:06:51.280Z
d5d90ca0ff66, Site Reliability Engineer (SRE) IRC295302                                                  , GlobalLogic                            , "Bengaluru, Karnataka, India"       , https://in.linkedin.com/jobs/view/site-reliability-engineer-sre-irc295302-at-globallogic-4422826526                                                   ,            , new   ,        0,                                                  , 2026-06-02T08:07:07.203Z, 2026-06-02T08:06:51.280Z
a61aa73f0a51, Junior Devops Engineer                                                                     , DifiNative Technologies                , "Bengaluru, Karnataka, India"       , https://in.linkedin.com/jobs/view/junior-devops-engineer-at-difinative-technologies-4423414581                                                        ,            , new   ,        0,                                                  , 2026-06-02T08:15:21.224Z, 2026-06-02T08:15:05.466Z
fae599abf9cc, AWS DevOps Engineer-1                                                                      , CGI                                    , "Bengaluru, Karnataka, India"       , https://in.linkedin.com/jobs/view/aws-devops-engineer-1-at-cgi-4422123160                                                                             ,            , new   ,        0,                                                  , 2026-06-02T08:15:21.224Z, 2026-06-02T08:15:05.466Z
5277308bb3d0, DevOps Engineer- Senior Associate                                                          , PwC Acceleration Center India          , "Andhra Pradesh, India"             , https://in.linkedin.com/jobs/view/devops-engineer-senior-associate-at-pwc-acceleration-center-india-4416899578                                        ,            , new   ,        0,                                                  , 2026-06-02T08:15:21.224Z, 2026-06-02T08:15:05.466Z
747c7703c33b, DevOps – Application Release Engineer                                                      , CGI                                    , "Bengaluru, Karnataka, India"       , https://in.linkedin.com/jobs/view/devops-%E2%80%93-application-release-engineer-at-cgi-4402036750                                                     ,            , new   ,        0,                                                  , 2026-06-02T08:15:21.224Z, 2026-06-02T08:15:05.466Z
57b03b54355d, "Cloud and Observability Engineer (Remote Role, 6pm – 3am)"                                , Coralogix                              , India                               , https://in.linkedin.com/jobs/view/cloud-and-observability-engineer-remote-role-6pm-%E2%80%93-3am-at-coralogix-4404318689                              ,            , new   ,        0,                                                  , 2026-06-02T08:15:21.224Z, 2026-06-02T08:15:05.466Z
eb291fea9f0d, Cloud Security Automation Engineer                                                         , CSG                                    , India                               , https://in.linkedin.com/jobs/view/cloud-security-automation-engineer-at-csg-4391876444                                                                ,            , new   ,        0,                                                  , 2026-06-02T08:15:21.224Z, 2026-06-02T08:15:05.466Z
b124881f254e, "Platform Engineer, IT - DevOps and Emerging Tech"                                         , Vantive                                , "Bengaluru, Karnataka, India"       , https://in.linkedin.com/jobs/view/platform-engineer-it-devops-and-emerging-tech-at-vantive-4418826415                                                 ,            , new   ,        0,                                                  , 2026-06-02T08:15:21.224Z, 2026-06-02T08:15:05.466Z
